id,episode,entity_id,entity_type,entity_property_name,entity_property_value,goal_status,
1,1,b1,Switch,isOn,true,SUCCESS. Solved by ,
2,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
3,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
4,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
5,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
6,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
7,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
8,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
9,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
10,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
11,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
12,1,b1,Switch,isOn,false,SUCCESS. Solved by ,
13,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
14,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
15,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
16,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
17,1,b8,Switch,isOn,true,SUCCESS. Solved by ,
18,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
19,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
20,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
21,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
22,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
23,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
24,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
25,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
26,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
27,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
28,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
29,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
30,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
31,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
32,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
33,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
34,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
35,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
36,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
37,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
38,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
39,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
40,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
41,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
42,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
43,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
44,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
45,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
46,1,b1,Switch,isOn,false,SUCCESS. Solved by ,
47,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
48,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
49,1,b13,Switch,isOn,false,SUCCESS. Solved by Observe,
50,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
51,1,b8,Switch,isOn,false,SUCCESS. Solved by ,
52,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
53,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
54,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
55,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
56,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
57,1,door8,Door,isOpen,true,SUCCESS. Solved by ,
58,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
59,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
60,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
61,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
62,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
63,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
64,1,door1,Door,isOpen,false,SUCCESS. Solved by ,
65,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
66,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
67,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
68,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
69,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
70,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
71,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
72,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
73,1,door7,Door,isOpen,false,SUCCESS. Solved by ,
74,1,b11,Switch,isOn,true,SUCCESS. Solved by ,
75,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
76,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
77,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
78,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
79,1,b12,Switch,isOn,true,SUCCESS. Solved by ,
80,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
81,1,b12,Switch,isOn,false,SUCCESS. Solved by ,
82,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
83,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
84,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
85,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
86,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
87,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
88,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
89,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
90,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
91,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
92,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
93,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
94,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
95,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
96,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
97,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
98,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
99,1,door6,Door,isOpen,false,SUCCESS. Solved by Observe,
100,1,door0,Door,isOpen,true,SUCCESS. Solved by Observe,
101,1,door6,Door,isOpen,false,SUCCESS. Solved by Observe,
102,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
103,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
104,1,door0,Door,isOpen,false,SUCCESS. Solved by Observe,
105,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
106,1,door7,Door,isOpen,true,SUCCESS. Solved by Observe,
107,1,b8,Switch,isOn,true,SUCCESS. Solved by ,
108,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
109,1,door6,Door,isOpen,false,SUCCESS. Solved by Observe,
110,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
111,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
112,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
113,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
114,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
115,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
116,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
117,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
118,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
119,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
120,1,b13,Switch,isOn,true,SUCCESS. Solved by Observe,
121,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
122,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
123,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
124,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
125,1,b1,Switch,isOn,true,SUCCESS. Solved by ,
126,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
127,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
128,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
129,1,b10,Switch,isOn,false,SUCCESS. Solved by Observe,
130,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
131,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
132,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
133,1,b10,Switch,isOn,true,SUCCESS. Solved by ,
134,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
135,1,b11,Switch,isOn,false,SUCCESS. Solved by ,
136,1,b11,Switch,isOn,true,SUCCESS. Solved by ,
137,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
138,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
139,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
140,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
141,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
142,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
143,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
144,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
145,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
146,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
147,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
148,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
149,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
150,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
151,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
152,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
153,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
154,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
155,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
156,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
157,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
158,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
159,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
160,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
161,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
162,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
163,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
164,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
165,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
166,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
167,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
168,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
169,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
170,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
171,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
172,1,b10,Switch,isOn,false,SUCCESS. Solved by ,
173,1,b10,Switch,isOn,true,SUCCESS. Solved by ,
174,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
175,1,door7,Door,isOpen,true,SUCCESS. Solved by Observe,
176,1,b8,Switch,isOn,false,SUCCESS. Solved by ,
177,1,door7,Door,isOpen,true,SUCCESS. Solved by Observe,
178,1,b13,Switch,isOn,false,SUCCESS. Solved by ,
179,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
180,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
181,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
182,1,b11,Switch,isOn,true,SUCCESS. Solved by ,
183,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
184,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
185,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
186,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
187,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
188,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
189,1,b1,Switch,isOn,false,FAILED. Abort was invoked.,
190,1,door8,Door,isOpen,false,FAILED. Abort was invoked.,
191,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
192,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
193,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
194,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
195,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
196,1,b0,Switch,isOn,false,FAILED. Abort was invoked.,
197,1,b0,Switch,isOn,true,SUCCESS. Solved by ,
198,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
199,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
200,1,b1,Switch,isOn,true,FAILED. Abort was invoked.,
201,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
202,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
203,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
204,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
205,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
206,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
207,1,b13,Switch,isOn,true,SUCCESS. Solved by ,
208,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
209,1,b12,Switch,isOn,true,SUCCESS. Solved by ,
210,1,b9,Switch,isOn,true,SUCCESS. Solved by ,
211,1,b12,Switch,isOn,false,SUCCESS. Solved by ,
212,1,door6,Door,isOpen,true,SUCCESS. Solved by Observe,
213,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
214,1,b13,Switch,isOn,true,SUCCESS. Solved by Observe,
215,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
216,1,door1,Door,isOpen,true,SUCCESS. Solved by Observe,
217,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
218,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
219,1,b0,Switch,isOn,true,FAILED. Abort was invoked.,
220,1,b0,Switch,isOn,false,SUCCESS. Solved by ,
221,1,b22,Switch,isOn,true,SUCCESS. Solved by ,
222,1,b23,Switch,isOn,false,SUCCESS. Solved by ,
223,1,b22,Switch,isOn,false,SUCCESS. Solved by ,
224,1,door8,Door,isOpen,true,SUCCESS. Solved by Observe,
225,1,b23,Switch,isOn,true,SUCCESS. Solved by ,
