posx,posz,time
62.0,2.0,4748
62.37575,1.895624,4785
62.714687,2.088516,4821
63.053623,2.2814078,4859
63.39256,2.4742997,4896
63.731495,2.6671917,5403
63.731495,2.6671917,5437
63.731495,2.6671917,5471
63.731495,2.6671917,5506
63.471508,2.6671917,5543
63.114338,2.3502135,5582
62.88716,2.0332353,5618
62.53448,2.199672,5653
62.1818,2.366109,5680
61.82912,2.5325456,5712
61.47644,2.6989822,5750
61.47644,2.6989822,6174
61.47644,2.6989822,6211
61.47644,2.309002,6246
61.47644,1.3990474,21418
61.47644,1.3990474,21438
61.47644,1.3990474,21460
61.47644,1.7890278,21478
61.47644,2.6989822,25605
61.47644,2.6989822,25628
61.47644,2.6989822,25650
61.47644,3.0889628,25671
61.45754,3.478485,25693
61.695286,3.7876148,25716
61.933033,4.0967445,25737
62.17078,4.4058743,25759
62.408527,4.7150044,25781
62.567024,4.921091,25803
62.838398,5.201164,25825
63.10977,5.481237,25845
63.381145,5.7613096,25867
63.65252,6.041382,25888
63.833435,6.2280974,25910
63.833435,6.2280974,25939
63.833435,6.2280974,26248
63.833435,6.2280974,26276
64.22342,6.2280974,26299
64.45289,6.5434213,26321
64.68235,6.8587456,26342
64.91182,7.1740694,26358
65.14129,7.4893937,26373
65.224976,8.002589,26393
65.20019,8.378248,26413
65.17165,8.882705,26432
65.1788,9.27262,26451
65.17999,9.662528,26472
65.18,10.052403,26492
65.18,10.442206,26513
65.18,10.831826,26535
65.179985,11.220695,26557
65.120674,11.606138,26577
65.06136,11.991582,26598
65.00205,12.377026,26620
64.922966,12.89095,26645
64.863655,13.276394,26666
64.804344,13.661838,26684
64.74705,14.0475855,26699
64.68974,14.433333,26719
64.61334,14.947664,26745
64.556046,15.333412,26766
64.49875,15.71916,26788
64.46799,16.107925,26809
64.437225,16.49669,26828
64.40646,16.885456,26849
64.30965,17.126743,26870
64.17841,17.468119,26889
64.09098,17.848173,26908
64.003555,18.228226,26929
64.02003,18.58075,26949
64.02003,19.026346,27200
64.02003,19.026346,27215
64.02003,19.026346,27233
64.02003,19.54632,27254
64.12629,19.621202,27272
64.41861,19.879337,27290
64.808365,20.223518,27310
65.100685,20.481655,27332
64.91542,20.967505,27353
64.82279,21.21043,27375
64.51432,21.44903,27395
64.20585,21.68763,27413
63.79455,22.005762,27435
63.437496,22.162598,27455
63.080444,22.319433,27475
62.72339,22.476269,27494
62.24732,22.685383,27516
61.890263,22.84222,27536
61.562153,23.04901,27556
61.143967,23.358028,27576
60.83033,23.589794,27601
60.83033,23.589794,27875
60.83033,23.589794,27894
60.83033,23.589794,27918
60.83033,24.109768,27940
60.313377,24.053795,27962
59.925663,24.011814,27984
59.40871,23.955841,28006
58.891758,23.899866,28028
58.504044,23.857885,28046
57.987206,23.820011,28064
57.597267,23.820002,28086
57.077377,23.820002,28110
56.557518,23.820002,28131
56.16764,23.820002,28148
55.647877,23.820002,28171
55.258125,23.820002,28189
54.868526,23.820002,28209
54.4793,23.820002,28230
54.09153,23.820002,28250
53.57982,23.889185,28270
53.19582,23.957228,28288
52.81182,24.02527,28306
52.299824,24.115993,28328
51.915825,24.184036,28346
51.53172,24.175638,28364
51.146088,24.178373,28383
50.972343,23.992826,28406
50.61607,23.979975,28426
50.263157,23.979975,28445
49.918106,23.979975,28464
49.606556,23.979975,28483
49.40532,23.979975,28501
49.30664,23.981634,28522
49.275898,23.987074,28541
48.898956,23.887068,28562
48.544956,23.820047,28582
48.2613,23.726864,28603
48.179985,23.404806,28623
48.179985,23.276535,28644
48.179985,23.276535,28672
48.179985,23.276535,28692
48.179985,23.79651,28714
48.55539,23.830635,28732
48.944828,23.820004,28751
49.333782,23.820004,28770
49.719055,23.820004,28788
50.108986,23.820002,28812
50.62887,23.820002,28834
51.018764,23.820002,28852
51.278683,23.820002,28870
51.66853,23.820002,28889
52.188232,23.820002,28911
52.577866,23.820002,28929
53.096817,23.820002,28947
53.484047,23.820002,28965
53.87398,23.820002,28984
54.263905,23.820002,29003
54.653812,23.820002,29021
55.043697,23.820002,29039
55.433548,23.820002,29057
55.95327,23.820002,29078
56.342937,23.820002,29097
56.732353,23.820002,29115
57.37808,23.820002,36431
57.37808,23.820002,36453
57.37808,23.820002,36478
57.76806,23.820002,36498
58.15794,23.820002,36517
58.547783,23.820002,36536
58.937572,23.820002,36556
59.32725,23.820002,36576
59.71668,23.820002,36596
60.105354,23.820002,36616
60.551598,23.820002,36638
60.940506,23.52448,36655
61.22044,23.25296,36678
61.609882,23.23253,36699
62.129143,23.20529,36720
62.51859,23.18486,36737
62.908035,23.16443,36755
63.427296,23.13719,36773
63.81674,23.11676,36796
64.336,23.089521,36814
64.855255,23.06228,36837
65.1982,22.87659,36859
65.65544,22.629005,36882
66.112686,22.38142,36904
66.426476,22.149858,36924
66.740265,21.918297,36942
67.054054,21.686735,36964
67.359344,21.444078,36981
67.7664,21.120537,37003
68.07169,20.87788,37224
68.07169,20.87788,37242
68.07169,20.87788,43237
68.07169,20.87788,43265
67.68171,20.87788,43291
67.935684,20.822264,43317
67.54583,20.820002,43343
67.15602,20.820002,43369
66.76631,20.820002,43395
66.3768,20.820002,43421
65.98784,20.820002,43446
65.60173,20.820002,43473
65.60173,20.820002,43834
65.60173,20.820002,43860
65.60173,20.820002,43887
65.211754,20.820002,43913
64.978745,21.132723,43938
64.66611,21.365828,43965
64.35346,21.598932,43991
63.9366,21.90974,44022
63.623955,22.142845,44041
63.263226,22.29103,44065
62.902496,22.439215,44089
62.541767,22.5874,44114
62.06079,22.78498,44138
61.70006,22.933167,44167
61.38832,23.167479,44196
61.07658,23.40179,44222
60.788048,23.644514,44248
60.612446,23.8134,44274
60.226826,23.823196,44300
59.836964,23.820002,44324
59.447147,23.820002,44347
59.057407,23.820002,44373
58.66783,23.820002,44399
58.278675,23.820002,44425
57.891277,23.820002,44450
57.891277,23.820002,44476
57.891277,23.820002,44503
57.501297,23.820002,44529
57.111374,23.820004,44553
56.721466,23.820002,44579
56.20163,23.820002,44600
55.68185,23.820002,44621
55.29209,23.820002,44640
54.77266,23.820002,44668
54.383617,23.820002,44687
53.996902,23.820002,44705
53.612774,23.88731,44725
53.1006,23.977057,44747
52.716476,24.044365,44773
52.332348,24.111673,44794
51.820175,24.20142,44811
51.443256,24.168674,44833
51.106804,24.101957,44855
50.890102,23.96932,44873
50.399677,23.97997,44903
50.08766,23.97997,44928
49.74064,23.97997,44951
49.484325,23.97997,44968
49.318893,23.980347,44986
49.318893,23.980347,45013
49.222218,24.00427,45039
48.993217,24.27489,45065
48.79708,24.61196,45089
48.60095,24.949028,45116
48.35596,25.205608,45142
48.184307,25.393278,45168
48.179996,25.779072,45194
48.179996,26.168283,45216
48.179996,26.683813,45242
48.179996,26.683813,45269
48.179996,26.683813,45294
48.179996,26.293833,45321
48.179996,25.905272,45348
48.179996,25.553417,45374
48.280727,25.253672,45399
48.577675,25.000874,45425
48.973606,24.663809,45451
49.029922,24.426697,45477
49.029922,24.357233,45503
49.029922,24.313248,45528
49.030178,24.283026,45555
49.03634,24.232824,45579
49.070614,24.138556,45597
49.20832,24.003466,45614
49.52887,23.979956,45632
49.894672,23.979988,45650
50.40691,23.979988,45669
50.7855,23.979988,45696
51.27431,24.117388,45721
51.66032,24.061888,45747
52.046333,24.006388,45773
52.432343,23.950888,45800
52.818356,23.895388,45826
53.333035,23.821386,45856
53.722973,23.820002,45883
54.1129,23.820002,45909
54.502815,23.820002,45935
54.892708,23.820002,45961
55.412518,23.820002,45988
55.80233,23.820002,46014
56.192055,23.820002,46040
56.581596,23.820002,46068
56.970654,23.820002,46094
57.357452,23.820002,46119
57.61739,23.820002,46144
58.00728,23.820002,46170
58.527073,23.820004,46196
58.916866,23.820004,46222
59.30655,23.820004,46247
59.696,23.820004,46272
60.084747,23.820004,46298
60.34232,23.820004,46321
60.55046,23.820004,46347
60.939342,23.525284,46372
61.219364,23.253859,46397
61.488644,22.971771,46423
61.757927,22.689684,46449
