id,episode,entity_id,entity_type,entity_property_name,entity_property_value,goal_status,
1,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
2,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
3,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
4,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
5,1,button3,Switch,isOn,false,FAILED. Abort was invoked.,
6,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
7,1,door2,Door,isOpen,true,FAILED. Abort was invoked.,
8,1,button3,Switch,isOn,false,FAILED. Abort was invoked.,
9,1,door3,Door,isOpen,false,FAILED. Abort was invoked.,
10,1,door3,Door,isOpen,false,FAILED. Abort was invoked.,
11,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
12,1,door3,Door,isOpen,false,FAILED. Abort was invoked.,
13,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
14,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
15,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
16,1,button3,Switch,isOn,false,FAILED. Abort was invoked.,
17,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
18,1,button3,Switch,isOn,false,FAILED. Abort was invoked.,
19,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
20,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
21,1,button3,Switch,isOn,false,FAILED. Abort was invoked.,
22,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
23,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
24,1,door2,Door,isOpen,false,FAILED. Abort was invoked.,
25,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
26,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
27,1,button4,Switch,isOn,true,SUCCESS. Solved by ,
28,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
29,1,door1,Door,isOpen,true,FAILED. Abort was invoked.,
30,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
31,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
32,1,door1,Door,isOpen,false,FAILED. Abort was invoked.,
33,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
34,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
35,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
36,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
37,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
38,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
39,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
40,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
41,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
42,1,button4,Switch,isOn,true,SUCCESS. Solved by ,
43,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
44,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
45,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
46,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
47,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
48,1,button2,Switch,isOn,true,FAILED. Abort was invoked.,
49,1,button1,Switch,isOn,false,FAILED. Abort was invoked.,
50,1,button2,Switch,isOn,false,FAILED. Abort was invoked.,
51,1,button1,Switch,isOn,true,FAILED. Abort was invoked.,
52,1,button3,Switch,isOn,true,FAILED. Abort was invoked.,
53,1,button4,Switch,isOn,true,SUCCESS. Solved by ,
